feed_onestop_id,feed_url,operator_country,operator_state,operator_metro,operator_name,operator_onestop_id
f-f25-agencemtropolitainedetransport,http://www.rtm.quebec/xdata/trains/google_transit.zip,CA,CA-QC,,Agence mÃ©tropolitaine de transport,o-f25-agencemtropolitainedetransport
f-sqc2-amatpalermospa,https://www.comune.palermo.it/gtfs/amat_feed_gtfs.zip,IT,IT-82,Palermo,AMAT Palermo,o-sqc2-amatpalermospa
f-u36r-zditmszczecin,http://zditm.szczecin.pl/rozklady/GTFS/latest/google_gtfs.zip,PL,PL-ZP,Szczecin,ZarzÄ…d DrÃ_g i Transportu Miejskiego,o-u36r-zditmszczecin
f-xn0j-kobe,http://codeforkobe.github.io/kobe-transit/kobe_subway_gtfs.zip,JP,JP-28,Kobe,City of Kobe,o-xn0j-kobe
f-u6xr-finferries~sundqvistinvestmentsoyab~nordiccoastline,http://lautta.net/db/gtfs/gtfs.zip,FI,", FI-19, FI-18",,"Finferries, Ostern, Nordic Coast Line","o-u6xr-finferries, o-u6xwe-sundqvistinvestmentsoyab, o-u6xpwm-nordiccoastline"
f-c22y-kitsaptransit,http://apps.kitsaptransit.com/google/latest/google_transit.zip,US,US-WA,Seattle,Kitsap Transit,o-c22y-kitsaptransit
f-dqc-virginiarailwayexpress,http://www.vre.org/gtfs/google_transit.zip,US,US-VA,Washington DC,Virginia Railway Express,o-dqc-virginiarailwayexpress
f-dr5-nj~transit~bus,http://mapzen.github.io/transitland-internal/gtfs-archives-not-for-redistribution/nj-transit-bus.zip,US,US-NJ,New York City,New Jersey Transit,o-dr5-nj~transit
f-gc6-m~acoaches,http://www.transportforireland.ie/transitData/google_transit_manda.zip,IE,IE-M,Cashel,M&A Coaches,o-gc6-m~acoaches
f-dp1h-champaignurbanamasstransitdistrict,http://developer.cumtd.com/gtfs/google_transit.zip,US,US-IL,Champaign-Urbana,Champaign Urbana Mass Transit District,o-dp1h-champaignurbanamasstransitdistrict
f-udg-oypohjolanliikenneab~etelÃ_~suomenlinjaliikenneoy~jyrkilÃ_oy,http://dev.hsl.fi/gtfs.waltti/kotka.zip,FI,FI-09,"Hamina, Kotka","EtelÃ_-Suomen Linjaliikenne, JyrkilÃ_, Liikenne Vuorela, PyhtÃ_Ã_n Kuljetuspalvelut","o-udg0-etelÃ_~suomenlinjaliikenneoy, o-udg0-jyrkilÃ_oy, o-udg2-liikennevuorelaoy, o-udfb-pyhtÃ_Ã_nkuljetuspalvelutoy"
f-c23-metrokingcounty,http://metro.kingcounty.gov/GTFS/google_transit.zip,US,US-WA,Seattle,"Sound Transit, King County Marine Divison, King County Metro, City of Seattle","o-c23-soundtransit, o-c22y-kingcountymarinedivison, o-c23-metrotransit, o-c23nb-cityofseattle"
f-9wh-riometroregionaltransitdistrict,http://mrcogshare.org/file-transfer/gtfs-data-fall-2015.zip,US,US-NM,Albuquerque,Rio Metro Regional Transit District,o-9wh-riometroregionaltransitdistrict
f-dhv-psta,http://www.psta.net/latest/Google_transit.zip,US,US-FL,Pinellas County,Pinellas Suncoast Transit Authority,o-dhv-psta
f-dpe-therapid,http://connect.ridetherapid.org/InfoPoint/gtfs-zip.ashx,US,US-MI,Grand Rapids,The Rapid,o-dpe-therapid
f-gc7-dublinbus,http://www.transportforireland.ie/transitData/google_transit_dublinbus.zip,IE,IE-L,Dublin,Dublin Bus,o-gc7-dublinbus
f-djn-floridadepartmentoftransportation,http://corporate.sunrail.com/wp-content/uploads/2016/05/google_transit.zip,US,US-FL,Orlando,Florida Department of Transportation,o-djn-floridadepartmentoftransportation
f-eyck-transtejo,http://www.transporlis.pt/Portals/0/OpenData/gtfs/zip/4/gtfs_4.zip,PT,PT-11,Lisbon,Transtejo,o-eyck-transtejo
f-eyc-cp,http://www.transporlis.pt/Portals/0/OpenData/gtfs/zip/3/gtfs_3.zip,PT,PT-11,Lisbon,Comboios de Portugal,o-eyc-cp
f-f259-citduhaut~saint~laurent,http://www.amt.qc.ca/xdata/cithsl/google_transit.zip,CA,CA-QC,Montreal,CIT du Haut-Saint-Laurent,o-f259-citduhaut~saint~laurent
f-c20-northwestpoint~or~us,http://oregon-gtfs.com/gtfs_data/northwestpoint-or-us/northwestpoint-or-us.zip,US,US-OR,Astoria,NorthWest POINT,o-c20-northwestpoint
f-9wgu-gunnisonvalleyrta,http://mjcaction.com/MJC_GTFS_Public/gunnisonrta_google_transit.zip,US,US-CO,,Gunnison Valley RTA,o-9wgu-gunnisonvalleyrta
f-9qhc-beaumont~ca~us,http://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,US,US-CA,Los Angeles,Beaumont Transit System,o-9qhc-beaumonttransitsystem
f-9x2-cachevalleytransitdistrict,http://cvtdbus.org/developer/googlefeed/google_transit.zip,US,US-UT,Logan,Cache Valley Transit District,o-9x2-cachevalleytransitdistrict
f-gcd-johnmcginley,http://www.transportforireland.ie/transitData/google_transit_mcginley.zip,IE,IE-U,,John McGinley Coaches,o-gcd-johnmcginley
f-9r9-craterlaketrolley~or~us,http://oregon-gtfs.com/gtfs_data/craterlaketrolley-or-us/craterlaketrolley-or-us.zip,US,US-OR,Klamath Falls,Klamath Shuttle,o-9r9-klamathshuttle
f-drsf-montachusett~ma~us,http://data.trilliumtransit.com/gtfs/montachusett-ma-us/montachusett-ma-us.zip,US,US-MA,Montachusett,Montachusett Regional Transit Authority,o-drsf-montachusettmetroaltransitauthority
f-9mu-northcountytransitdistrict,http://www.gonctd.com/google_transit.zip,US,US-CA,San Diego,North County Transit District,o-9mu-northcountytransitdistrict
f-dnvx-athenspublictransit,http://www.athenstransit.org/code/wp-content/athenstransit-athens-oh-us/google_transit.zip,US,US-OH,Athens,Athens Public Transit,o-dnvx-athenspublictransit
f-9q5f7-burbankbus,http://gis.burbankca.gov/files/gtfs/google_transit.zip,US,US-CA,Burbank,Burbank Bus,o-9q5f7-burbankbus
f-djj6-thehernandoexpress~fl~us,http://data.trilliumtransit.com/gtfs/thehernandoexpress-fl-us/thehernandoexpress-fl-us.zip,US,US-FL,Spring Hill,Hernando County Transit,o-djj6-hernandobus
f-c3x1-stalberttransit,http://stalbert.ca/uploads/files-zip/google_transit.zip,CA,CA-AB,St. Albert,St. Albert Transit,o-c3x1-stalberttransit
f-spn-trenitalia,http://www.sardegnamobilita.it/opendata/dati_trenitalia.zip,IT,,,Trenitalia,o-s-trenitalia
f-eycs0-soflusa,http://www.transporlis.pt/Portals/0/OpenData/gtfs/zip/14/gtfs_14.zip,PT,PT-11,Lisbon,Soflusa,o-eycs0-soflusa
f-eyce-fertagus,http://www.transporlis.pt/Portals/0/OpenData/gtfs/zip/13/gtfs_13.zip,PT,PT-11,Lisbon,Fertagus,o-eyce-fertagus
f-xn4n-å_¶ç”°å¸‚,http://opentrans.it/feed/gtfs/5724160613416960/gtfs.zip,JP,JP-22,Shimada,Shimada City,o-xn4n-å_¶ç”°å¸‚
f-9rb3p-southlanewheels~or~us,http://oregon-gtfs.com/gtfs_data/southlanewheels-or-us/southlanewheels-or-us.zip,US,US-OR,Cottage Grove,South Lane Wheels,o-9rb3p-southlanewheels
f-9qfyf-jumparoundcarson,http://r.peaktransit.com/res/76/google_transit.zip,US,US-NV,Carson City,Jump Around Carson,o-9qfyf-jumparoundcarson
f-dp4d-indygo,http://www.indygo.net/wp-content/plugins/wp-gtfs/feed/gtfs.zip,US,US-IN,Indianapolis,IndyGo,o-dp4d-indygo
f-9rb-benton~or~us,http://oregon-gtfs.com/gtfs_data/benton-or-us/benton-or-us.zip,US,US-OR,Corvallis,Benton County Transportation,o-9rb-bentoncountytransportation
f-gc6f-michaelkilbride,http://www.transportforireland.ie/transitData/google_transit_mkilbride.zip,IE,IE-L,New Ross,Michael Kilbride Coach & Minibus,o-gc6f-michaelkilbride
f-9rb-hut~or~us,http://oregon-gtfs.com/gtfs_data/hut-or-us/hut-or-us.zip,US,US-OR,Portland,HUT Airport Shuttle,o-9rb-hutairportshuttlephoneorwebreservationsrequiredforthisservice
f-c284-blackballferryline,http://mjcaction.com/MJC_GTFS_Public/blackball_google_transit.zip,US,US-WA,Port Angeles,Black Ball Ferry Line,o-c284-blackballferryline
f-u20f-alilagunaspa,http://www.alilaguna.it/attuale/alilaguna.zip,IT,IT-34,Venice,Alilaguna,o-u20f-alilagunaspa
f-9qcg-folsomstagelines,http://iportal.sacrt.com/gtfs/FSL/google_transit.zip,US,US-CA,Folsom,Folsom Stage Line,o-9qcg-folsomstagelines
f-f0q2-greatersudburytransit,http://www.greatersudbury.ca/image/opendata/gtfs.zip,CA,CA-ON,Sudbury,Greater Sudbury Transit,o-f0q2-greatersudburytransit
f-c0z4-bctransit~comoxvalleytransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Comox%20Valley,CA,CA-BC,Comox,BC Transit - Comox Valley Transit System,o-c0z4-bctransit~comoxvalleytransitsystem
f-gc6y-horanscoaches,http://www.transportforireland.ie/transitData/google_transit_horan.zip,IE,IE-L,Port Laoise,Horans Coaches,o-gc6y-horanscoaches
f-drt7-merrimackvalley~ma~us,http://data.trilliumtransit.com/gtfs/merrimackvalley-ma-us/merrimackvalley-ma-us.zip,US,US-MA,Merrimack Valley,Merrimack Valley Regional Transit Authority,o-drt7-merrimackvalleymetroaltransitauthority
f-bfzc-cityofwhitehorse~transit,http://ww3.whitehorse.ca/Features/GIS/GoogleTransit/Google_transit_feed_docs.zip,CA,CA-YT,Whitehorse,Whitehorse Transit,o-bfzc-cityofwhitehorse~transit
f-u3qb-warszawskakolejdojazdowa,http://otp-pl.tk/feed/wkd/wkd-latest.zip,PL,PL-MZ,Warsaw,Warszawska Kolej Dojazdowa,o-u3qb-warszawskakolejdojazdowa
f-c29-communitytransit,http://developer.onebusaway.org/tmp/sound/gtfs/modified/29_gtfs.zip,US,US-WA,Seattle,Community Transit,o-c29-communitytransit
f-9q9-modesto~ca~us,http://data.trilliumtransit.com/gtfs/modesto-ca-us/modesto-ca-us.zip,US,US-CA,Modesto,Modesto Area Express,o-9q9-modestoareaexpress
f-dr5r-mtanyctbusmanhattan,http://web.mta.info/developers/data/nyct/bus/google_transit_manhattan.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct
f-dpz2-upexpress,http://www.gotransit.com/publicroot/gtfs/google_transit_UP.zip,CA,CA-ON,Toronto,Union Pearson Express,o-dpz2-upexpress
f-c28-thevictoriaclipper,https://addtransit.com/gtfsfile/42017/TheVictoriaClipper.zip,US,US-WA,Seattle,The Victoria Clipper,o-c28-thevictoriaclipper
f-gcf2-seamusdoherty,http://www.transportforireland.ie/transitData/google_transit_sdoherty.zip,IE,IE-U,Donegal,Seamus Doherty,o-gcf2-seamusdoherty
f-c20-yamhillcounty~or~us,http://oregon-gtfs.com/gtfs_data/yamhill-or-us/yamhill-or-us.zip,US,US-OR,McMinnville,Yamhill County Transit Area,o-c20-yamhillcountytransitarea
f-drm-blockislandferry~ri~us,http://data.trilliumtransit.com/gtfs/blockislandferry-ri-us/blockislandferry-ri-us.zip,US,US-RI,Narragansett,Block Island Ferry,o-drm-blockislandferry
f-9zyy-eauclairetransit,http://www-ecbus-org.site.atfni.com/build_data_feed.phtml,US,US-WI,Eau Claire,Eau Claire Transit,o-9zyy-eauclairetransit
f-9q5b-longbeachtransit,https://lbtransit.box.com/shared/static/a29r6bewfz8xnxjyd9w16orcz4d0zect.zip,US,US-CA,Los Angeles,Long Beach Transit,o-9q5b-longbeachtransit
f-9xhv-nps~romo~shuttles,http://nationalparkservice.github.io/nps-gtfs/romo/shuttles/gtfs.zip,US,US-CO,Estes Park,Rocky Mountain National Park,o-9xhv-rockymountainnationalpark
f-qqgfq-pemerintahkotabogorangkotankota,http://michielbdejong.com/angkots-gtfs.zip,ID,ID-JB,,Pemerintah Kota Bogor angkotan kota,o-qqgfq-pemerintahkotabogorangkotankota
f-c2b1-bctransit~sunshinecoasttransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Sunshine%20Coast,CA,CA-BC,Sunshine Coast,BC Transit - Sunshine Coast Transit System,o-c2b1-bctransit~sunshinecoasttransitsystem
f-dre-cdta,http://www.cdta.org/schedules/google_transit.zip,US,US-NY,Albany,Capital District Transportation Authority,o-dre-cdta
f-9q9q-wheelsbus,http://www.wheelsbus.com/wp-content/themes/enfold-child/pdf/google_transit.zip,US,US-CA,Livermore,Livermore Amador Valley Transit Authority,o-9q9q-wheelsbus
f-9q9-bart,http://www.bart.gov/dev/schedules/google_transit.zip,US,US-CA,San Francisco Bay Area,Bay Area Rapid Transit,o-9q9-bart
f-9pr-delnorte~ca~us,http://data.trilliumtransit.com/gtfs/delnorte-ca-us/delnorte-ca-us.zip,US,US-CA,Del Norte County,Redwood Coast Transit,o-9pr-redwoodcoasttransit
f-dr09-washingtoncountycommuter,http://mdtrip.org/googletransit/WashCo/google_transit.zip,US,US-MD,Hagerstown,Washington County Commuter,o-dr09-washingtoncountycommuter
f-dp1b-terrehautetransit~in~us,http://data.trilliumtransit.com/gtfs/terrehautetransit-in-us/terrehautetransit-in-us.zip,US,US-IN,Terre Haute,Terre Haute Transit,o-dp1b-terrehautetransit
f-dngy-southwestohioregionaltransitauthority,http://www.go-metro.com/uploads/GTFS/google_transit_info.zip,US,US-OH,Cincinnati,Southwest Ohio Regional Transit Authority,o-dngy-southwestohioregionaltransitauthority
f-9we1-redappletransit~nm~us,http://data.trilliumtransit.com/gtfs/redappletransit-nm-us/redappletransit-nm-us.zip,US,US-NM,Farmington,Red Apple Transit,o-9we1-redappletransit
f-drm-vineyardfastferry~ri~us,http://data.trilliumtransit.com/gtfs/vineyardfastferry-ri-us/vineyardfastferry-ri-us.zip,US,US-MA,Cape Cod,Vineyard Fast Ferry,o-drm-vineyardfastferry
f-dru-ruralcommunity~vt~us,http://data.trilliumtransit.com/gtfs/ruralcommunity-vt-us/ruralcommunity-vt-us.zip,US,US-VT,Lyndonville,Rural Community Transportation,o-dru-ruralcommunitytransportation
f-ue4-jyvÃ_skylÃ_nliikenneoy~koivurantaoy~tilausajotmennÃ„Ã„nbussill,http://data.jyvaskyla.fi/tiedostot/linkkidata.zip,FI,FI-08,"JyvÃ_skylÃ_n, Konnevesi, JyvÃ_skylÃ_","JyvÃ_skylÃ_n Liikenne, Koivuranta, Tilausajot MennÃ_Ã_n Bussilla","o-ue4-jyvÃ_skylÃ_nliikenneoy, o-ue4-koivurantaoy, o-ue46-tilausajotmennÃ„Ã„nbussillaoy"
f-dr4r-lanta,https://github.com/LANTA-Transportation-Authority/GTFS-data/raw/master/lanta_gtfs_feed.zip,US,US-PA,Lehigh Valley,Lehigh and Northampton Transportation Authority,o-dr4r-lanta
f-dps-michiganflyer~mi~us,http://data.trilliumtransit.com/gtfs/michiganflyer-mi-us/michiganflyer-mi-us.zip,US,US-MI,Detroit,Michigan Flyer,o-dps-michiganflyer
f-u0-ouibus,https://api.idbus.com/gtfs.zip,FR,FR-J,Paris,OUIBUS,o-u0-ouibus
f-c28-pugetsoundexpress,http://mjcaction.com/MJC_GTFS_Public/pse_google_transit.zip,US,US-WA,Port Townsend,Puget Sound Express,o-c28-pugetsoundexpress
f-dpwz-guelphtransit,http://www.guelph.ca/uploads/google/google_transit.zip,CA,CA-ON,Guelph,Guelph Transit,o-dpwz-guelphtransit
f-u0j-piemonte~autobus,http://www.dati.piemonte.it/catalogodati/scarica.html?idallegato=1097,IT,"IT-21, IT-42","Casale Monferrato, Turin, Cuneo, Asti, Savigliano, Savona, , Romagnano Sesia, Villar Perosa, Carmagnola, Domodossola, Angrogna, Chianocco, Coassolo Torinese, Fossano, Mango, Monastero Lanzo, Mondovi, Prali, Pramollo, Rossana, Saluzzo, Villar San Costanzo, Nizza Monferrato, Mongardino, Bra, Nebbiuno, Rocchetta Tanaro, Novara, Villafalletto, Caluso, Grugliasco, Castellamonte, CiriÃ¨, Chieri, Roccaverano, Busca, Omegna, Imperia, Giaveno, Moncalieri, Germagnano, Lanzo Torinese, Bardonecchia, ViÃ_","Azienda Multiservizi Casalese, A.T.A.V. VIGO, BUSCOMPANY, Aziende Riunite Filovie ed Autolinee, Asti Servizi Pubblici, Sadem, Autolinee Allasia, Autolinee Giachino, Autolinee Nuova Benese, Autolinee Valle Pesio, Marletti Autolinee, Autoservizi Squillari, Autostradale, Aviosibus di Pongoli Abrama e Aviosi Stefania, Baranzelli Natur, Bellando Tours, Bobba Roberto, Bouchard, Cavourese, Chiesa, Autoservizi Comazzi, Comune di Angrogna, Comune di Chianocco, Comune di Coassolo Torinese, Comune di Fossano, Comune di Mango, Comune di Monastero Lanzo, Comune di MondovÃ¬, Comune di Prali, Comune di Pramollo, Comune di Rossana, Comune di Saluzzo, Comune di Savigliano, Comune di Villar San Costanzo, ComunitÃ  montana Valli Chisone e Germanasca, CommunitÃ  montana valli Po Bronda Infernotto, ComunitÃ  montana Valle Varaita, Consorzio Grandabus, Autolinee Fratelli Mortara, Gelosobus, Gherra, Gunetto Autolinee, Hollibus Autoservizi, Nuova Beccaria, Nuova SAAR, Pirazzi Autoservizi, Ratti Tours, S.A.C., SocietÃ  Autoservizi Fontaneto, S.A.V., S.T.A.A.V. - Servizi Turistici Autonoleggi Autolinee Vigliocco, S.T.A.C. - SocietÃ  Trasporti Automobilistici Casalesi, SocietÃ  Trasporti Novaresi, Viaggi Munaro, Viaggi Furno, Vigo Autoindustriale, CommunitÃ  Montana Langa Astigiana Val Bormida, A.C.T.P., Navigazione Lago d'Orta, Riviera Trasporti, Cavourese e Sadem, Bellando e Sadem, CA.NOVA, GTT e CA.NOVA, Bouchard e Sadem, S.T.A.A.V. e Sadem, Rossatto Claudio Servizi Autobus, Vottero Autoserizi, Bellando Tours & Gherra Autolinee, ATAV VIGO e Autoindustriale VIGO e VIMU e VITA e GTT, ATAV VIGO e AUTOINDUSTRIALE VIGO e GTT, Rossatto e GTT, VIGO Autoindustriale e CA.NOVA","o-u0n0-amc~aziendamultiservizicasalesespa, o-u0j-atavvigospa, o-spv-atitrasportiinterurbanispa~buscompany, o-spvz-arfeaspa, o-spvz-asp~aziendaservizipubblicispa, o-spv-autoindustrialeesadempool, o-spvq-autolineeallasiasrl, o-spv-autolineegiachinosrl, o-spv-autolineegiorssrl, o-spv-autolineenuovabenesesrl, o-spvk-autolineevallepesiosrl, o-u0j9-marlettiautolineesrlsrl, o-spvz-autoservizisquillarisrl, o-u0j-autostradalesrl, o-spvz-aviosibusdipongoliabramoeaviosistefaniasnc, o-u0j-baranzellinatursrl, o-u0h-bellandotourssrl, o-spvpk-bobbaroberto, o-spvpk-bouchardenzo~cditizianabouchard~csnc, o-spvp-cavouresespa, o-spvr-chiesasrl, o-u0n-autoservizicomazzisrl, o-spvph-comunediangrogna, o-u0j0g-comunedichianocco, o-u0j3d-comunedicoassolotorinese, o-spvm-comunedifossano, o-spvy1-comunedimango, o-u0j39-comunedimonasterolanzo, o-spv-comunedimondovi, o-spvp2-comunediprali, o-spvpk-comunedipramollo, o-spvm3-comunedirossana, o-spvmf-comunedisaluzzo, o-spvqn-comunedisavigliano, o-spvm0-comunedivillarsancostanzo, o-spvp-comunitamontanavalchisone, o-spvn-comunitamontanavallepobrondainfernotto, o-spvj-comunitamontanavallevaraita, o-spv-consorziograndabus, o-spvz-autolineefllimortarasrl, o-spv-gelosobussrl, o-u0j2-gherrasrl, o-spvm-gunettoautolineesrl, o-spvz-hollibusautoservizidiollinosergio~csnc, o-spvw-nuovabeccariasrl, o-spvs-nuovasaarsrl, o-u0nhd-pirazziautoservizisrl, o-spvz-rattitoursdirattiluigi~csnc, o-spvw-sacsrl, o-u0n-saf~societaautoservizifontanetosrl, o-spvm-savautolineesrl, o-u0j9-staav~calusoviaggidiviglioccosrl, o-u0j-stac~societatrasportiautomobilisticicasalesisrl, o-u0n-stn~societatrasportinovaresisrl, o-spv-sademspa, o-u0j6-viaggimunaro, o-u0j3-viaggifurnosrl, o-u0j-vigoautoindustriale, o-spvv-comunitamontanalangaastigiana~valbormida, o-spvm-actpsrl, o-u0jux-navigazionelagodortasrl, o-spv-rivieratrasportipiemontespa, o-spvr-cavoureseesadempool, o-u0j0-bellandoesadempool, o-u0j-canovaspa, o-spv-gttecanova, o-spvps-sademebouchardpool, o-u0j-sademestaavpool, o-u0j1-rossattoclaudioserviziautobus, o-u0j3-votteroautoservizi, o-u0hb-bellandotours~gherra, o-u0j9-atavvigoeautoindustrialevigoevimuevitaegtt, o-u0j8-atavvigoeautoindustrialevigoegtt, o-u0j1-rossattoegtt, o-u0j2-vigoautoindustrialeecanova, o-spv-buscompanysrl"
f-u-nmbs~sncb,http://gtfs.irail.be/nmbs/nmbs-latest.zip,BE,,,Nationale Maatschappij der Belgische Spoorwegen/SociÃ©tÃ© nationale des chemins de fer belges,o-u-nmbs~sncb
f-sr7f-ferrotramviariaspa~ferroviedelnordbarese,http://www.ferrovienordbarese.it/download/?type=upload&id=786,IT,IT-75,Bari,Ferrovie del Nord Barese,o-sr7f-ferrotramviariaspa~ferroviedelnordbarese
f-69y7-recursosdatabuenosairesgobar,http://recursos-data.buenosaires.gob.ar/ckan2/subte-gtfs/subte-gtfs.zip,AR,AR-C,Buenos Aires,SubterrÃ¡neos de Buenos Aires,o-69y7-sbase
f-djm2-regionaltransitsystem,http://go-rts.com/gtfs/google_transit.zip,US,US-FL,Gainesville,Regional Transit System,o-djm2-gainesvilleregionaltransitsystem
f-c28-whatcomtransportationauthority,https://github.com/whatcomtrans/publicwtadata/raw/master/GTFS/wta_gtfs_latest.zip,US,US-WA,Bellingham,Whatcom Transportation Authority,o-c28-whatcomtransportationauthority
f-dr5r-mtanyctbusbrooklyn,http://web.mta.info/developers/data/nyct/bus/google_transit_brooklyn.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct
f-gc9-busfedateoranta,http://www.transportforireland.ie/transitData/google_transit_fedateoranta.zip,IE,IE-U,,Bus Feda Teoranta,o-gc9-busfedateoranta
f-dnjq-greenlink,http://www.greenvillesc.gov/DocumentCenter/Home/View/5833,US,US-SC,Greenville,Greenlink,o-dnjq-greenlink
f-rk3qj-qconnect~bowen,https://gtfsrt.api.translink.com.au/GTFS/bowen.zip,AU,AU-QLD,,Trans North Bus & Coach,o-rhzu-qconnect~transnorth
f-gc-citylink,http://www.transportforireland.ie/transitData/google_transit_citylink.zip,IE,IE-L,,Citylink,o-gc-citylink
f-dr5x-mtanyctbusqueens,http://web.mta.info/developers/data/nyct/bus/google_transit_queens.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct
f-9qh1-foothilltransit,http://foothilltransit.org/gtfs/foothilltransit-ca-us.zip,US,US-CA,Los Angeles,Foothill Transit,o-9qh1-foothilltransit
f-r1f-adelaidemetrocomau,http://adelaidemetro.com.au/GTFS/google_transit.zip,AU,AU-SA,Adelaide,"Adelaide Metro, Adelaide Metro (SouthLink), Adelaide Metro - SouthLink School Service, Adelaide Metro - Torrens Transit, Adelaide Metro - Torrens Transit School Service, Adelaide Metro - Torrens Transit Industrial Service, Adelaide Metro - Light-City Buses, Adelaide Metro - Light-City Buses School Service, Adelaide Metro - Light-City Buses Industrial Service","o-r1f-adelaidemetrorailcommissioner, o-r1f-adelaidemetrosouthlink, o-r1f-adelaidemetroschoolservice~southlink, o-r1f9-adelaidemetrotorrenstransit, o-r1f9-adelaidemetroschoolservice~torrenstransit, o-r1f93-adelaidemetroindustrialservice~torrenstransit, o-r1f9-adelaidemetrolightcitybuses, o-r1f9-adelaidemetroschoolservice~lightcitybuses, o-r1f9-adelaidemetroindustrialservice~lightcitybuses"
f-rk3s-qconnect~whitsundaytransit,https://gtfsrt.api.translink.com.au/GTFS/airlie.zip,AU,AU-QLD,,Whitsunday Transit,o-rk3s-qconnect~whitsundaytransit
f-dr4-dartfirststate,http://dartfirststate.com/information/routes/gtfs_data/dartfirststate_de_us.zip,US,US-DE,,Delaware Transit Corporation,o-dr4-dartfirststate
f-9qc0-soltrans~ca~us,http://data.trilliumtransit.com/gtfs/soltrans-ca-us/soltrans-ca-us.zip,US,US-CA,San Francisco Bay Area, Solano County Transit,o-9qc0-soltrans
f-xn4q-ç„_æ´¥å¸‚å__æ‰€,http://opentrans.it/feed/gtfs/5714163003293696/google_transit.zip,JP,JP-22,Yaizu,ç„_æ´¥å¸‚å__æ‰€,o-xn4q-ç„_æ´¥å¸‚å__æ‰€
f-9qb-sonomacounty~ca~us,http://data.trilliumtransit.com/gtfs/sonomacounty-ca-us/sonomacounty-ca-us.zip,US,US-CA,San Francisco Bay Area,Sonoma County Transit,o-9qb-sonomacountytransit
f-fb6q-metrobus,http://www.metrobustransit.ca/google/google_transit.zip,CA,CA-NL,St. John's,Metrobus,o-fb6q-metrobus
f-gc7x-nitelinkdublinbus,http://www.transportforireland.ie/transitData/google_transit_nitelink.zip,IE,IE-L,Dublin,Dublin Bus Nitelink,o-gc7x-nitelinkdublinbus
f-dqcx8-charmcitycirculator,http://mdtrip.org/googletransit/CCC/google_transit.zip,US,US-MD,Charm,Charm City Circulator,o-dqcx8-charmcitycirculator
f-dp9k-waukeshacounty~wi~us,http://data.trilliumtransit.com/gtfs/waukeshacounty-wi-us/waukeshacounty-wi-us.zip,US,US-WI,Waukesha,Waukesha County Transit,o-dp9k-waukeshacountytransit
f-dn6-regionaltransportationauthorityofmiddletennessee~nashville,http://www.nashvillemta.org/GoogleExport/google_transit.zip,US,US-TN,", Nashville","Regional Transportation Authority of Middle Tennessee, Nashville Metropolitan Transit Authority","o-dn6-regionaltransportationauthorityofmiddletennessee, o-dn6-nashvillemetropolitantransitauthority"
f-9vff-fortworthtransportationauthority,http://sched.fwta.com/gtfs/fwtatransitdata.zip,US,US-TX,Fort Worth,Fort Worth Transportation Authority,o-9vff-fortworthtransportationauthority
f-et5-transportesinsularlapalma,http://www.files.opendatalapalma.es/google_transit.zip,ES,ES-CN,La Palma,Transportes Insular La Palma,o-et5-transportesinsularlapalma
f-r7g8-qconnect~buslink,https://gtfsrt.api.translink.com.au/GTFS/gladstone.zip,AU,AU-QLD,,Buslink,o-r7g8-qconnect~buslink
f-drt8-nps~boha~ferries,http://nationalparkservice.github.io/nps-gtfs/boha/ferries/gtfs.zip,US,US-MA,Boston,Boston Harbor Islands National and State Park,o-drt8-bostonharborislandsnationalandstatepark
f-dre-greenmtncn~vt~us,http://data.trilliumtransit.com/gtfs/greenmtncn-vt-us/greenmtncn-vt-us.zip,US,US-VT,Bennington,"Green Mountain Community Network, Inc.",o-dre-greenmountaincommunitynetworkinc
f-dn5b-georgiatechtrolley~stingershuttles,http://documents.atlantaregional.com/transitdata/gtfs_GT.zip,US,US-GA,Atlanta,Georgia Tech Trolley & Stinger Shuttles,o-dn5b-georgiatechtrolley~stingershuttles
f-c2qf-mountainline,http://www.mountainline.com/files/google_transit.zip,US,US-MT,Missoula,Mountain Line,o-c2qf-mountainline
f-gcd9-donnellyspioneerbusservice,http://www.transportforireland.ie/transitData/google_transit_donnellys.zip,IE,IE-L,Longford,Donnelly's Pioneer Bus Service,o-gcd9-donnellyspioneerbusservice
f-dr4-septa~bus,https://github.com/septadev/GTFS/releases/download/v20170618/gtfs_public.zip#google_bus.zip,US,US-PA,Philadelphia,SEPTA,o-dr4-septa
f-gc6u-kbuggycoaches,http://www.transportforireland.ie/transitData/google_transit_buggy.zip,IE,IE-L,Kilkenny,K Buggy Coaches,o-gc6u-kbuggycoaches
f-9q9-actransit,http://www.actransit.org/wp-content/uploads/GTFSJune182017B.zip,US,US-CA,San Francisco Bay Area,Alameda-Contra Costa Transit District,o-9q9-actransit
f-c24-peopleforpeople,http://mjcaction.com/MJC_GTFS_Public/pfp_google_transit.zip,US,US-WA,Yakima,People for People,o-c24-peopleforpeople
